DB01993,P10724,1
DB02038,P10724,1
DB02142,P10724,1
DB03097,P10724,1
DB03327,P10724,1
DB03766,P10724,1
DB03801,P10724,1
DB04467,P10724,1
DB02504,P10724,0
DB01157,P10724,0
DB14515,P10724,0
DB00769,P10724,0
DB08752,P10724,0
DB00430,P10724,0
DB02717,P10724,0
DB02474,P10724,0
DB02119,P26281,1
DB02596,P26281,1
DB03197,P26281,1
DB04047,P26281,1
DB04158,P26281,1
DB04610,P26281,1
DB01753,P26281,0
DB02551,P26281,0
DB02541,P26281,0
DB00213,P26281,0
DB07729,P26281,0
DB00453,P26281,0
DB01690,P0A6I9,1
DB01347,P0A6I9,0
DB11638,Q8I4R5,1
DB05448,Q8I4R5,0
DB04216,P54652,1
DB01078,P54652,0
DB00562,Q16790,1
DB00606,Q16790,1
DB00774,Q16790,1
DB00909,Q16790,1
DB08846,Q16790,1
DB09460,Q16790,1
DB13014,Q16790,0
DB11737,Q16790,0
DB02174,Q16790,0
DB06497,Q16790,0
DB08292,Q16790,0
DB06288,Q16790,0
DB03350,P02930,1
DB04127,P02930,0
DB03461,P0AEK2,1
DB03757,P0AEK2,0
DB00126,Q8IVL6,1
DB00172,Q8IVL6,1
DB00275,Q8IVL6,0
DB06830,Q8IVL6,0
DB04695,P60472,1
DB04714,P60472,1
DB07404,P60472,1
DB07409,P60472,1
DB07410,P60472,1
DB07426,P60472,1
DB07780,P60472,1
DB03554,P60472,0
DB03058,P60472,0
DB04029,P60472,0
DB11653,P60472,0
DB02656,P60472,0
DB07661,P60472,0
DB12565,P60472,0
DB04064,Q9RN59,1
DB03442,Q9RN59,0
DB12010,O96013,1
DB02751,O96013,0
DB01752,P0A876,1
DB02007,P0A876,0
DB07497,C0H419,1
DB03699,C0H419,0
DB11638,P13568,1
DB03413,P13568,0
DB03147,Q92947,1
DB03245,Q92947,1
DB01228,Q92947,0
DB11842,Q92947,0
DB01861,Q8KN66,1
DB02196,Q8KN66,1
DB07457,Q8KN66,0
DB08342,Q8KN66,0
DB01942,P14621,1
DB01561,P14621,0
DB09061,Q02083,1
DB14011,Q02083,1
DB03869,Q02083,0
DB02594,Q02083,0
DB07413,Q79FX8,1
DB11723,Q79FX8,0
DB02379,P36924,1
DB02645,P36924,1
DB03323,P36924,1
DB03389,P36924,1
DB00457,P36924,0
DB08908,P36924,0
DB08190,P36924,0
DB07057,P36924,0
DB00119,P53985,1
DB09338,P53985,1
DB09039,P53985,0
DB01619,P53985,0
DB00114,Q5JAM2,1
DB07422,Q5JAM2,0
DB04447,Q9HZZ3,1
DB08615,Q9HZZ3,0
DB00514,O00264,1
DB00540,O00264,1
DB01104,O00264,1
DB00120,O00264,0
DB08784,O00264,0
DB08419,O00264,0
DB08689,Q72LA5,1
DB00936,Q72LA5,0
DB02740,P61769,1
DB04464,P61769,1
DB09130,P61769,1
DB02580,P61769,0
DB01930,P61769,0
DB04727,P61769,0
DB03247,Q96CD2,1
DB03738,Q96CD2,1
DB07869,Q96CD2,0
DB02804,Q96CD2,0
DB03171,P16608,1
DB02425,P16608,0
DB01593,P03952,1
DB12831,P03952,1
DB14487,P03952,1
DB14533,P03952,1
DB04967,P03952,0
DB02088,P03952,0
DB04028,P03952,0
DB06933,P03952,0
DB00157,P26439,1
DB01108,P26439,1
DB03813,P26439,0
DB07137,P26439,0
DB05154,P9WJY5,1
DB07673,P9WJY5,0
DB07494,Q494W8,1
DB07720,Q494W8,1
DB08620,Q494W8,1
DB11421,Q494W8,1
DB00542,Q494W8,0
DB07646,Q494W8,0
DB04023,Q494W8,0
