DB01223,P0DMS8,1
DB03619,P33517,1
DB01028,P47869,1
DB07949,P11217,1
DB00674,P36544,1
DB03801,P81006,1
DB00237,P42262,1
DB04468,P04155,1
DB03351,P00374,1
DB01028,P31644,1
DB03884,A1A2B5,1
DB00349,Q99928,1
DB14011,P28223,1
DB08232,P13726,1
DB12695,P43487,1
DB03147,Q9RC23,1
DB01182,Q12809,1
DB03685,P77398,1
DB00312,O00591,1
DB04039,P06129,1
DB00690,P18505,1
DB00421,P08235,1
DB14533,P06733,1
DB03337,P07477,1
DB08391,Q9Y233,1
DB07318,P35228,1
DB01961,P07998,1
DB00201,P51160,1
DB08418,P00918,1
DB04787,P06401,1
DB12579,P14416,1
DB00114,Q5JAM2,1
DB01463,Q01959,1
DB08330,P08574,1
DB08005,P53779,1
DB04868,P00519,1
DB04137,P84077,1
DB07691,Q03181,1
DB14539,P14060,1
DB01834,P09488,1
DB00620,P04150,1
DB00492,P12821,1
DB00818,Q16445,1
DB11638,Q76NM6,1
DB00514,Q99720,1
DB07720,P36544,1
DB02897,P32055,1
DB00333,P36544,1
DB01587,O00591,1
DB04917,Q13639,1
DB11345,Q7Z2W7,1
DB01567,P18507,1
DB00463,P47869,1
DB01717,P54819,1
DB01186,P28223,1
DB03083,P78368,1
DB08690,P07919,1
DB11638,Q8ILK3,1
DB03667,P23219,1
DB01235,P21918,1
DB03940,P30901,1
DB00825,O60840,1
DB00594,P19634,1
DB01077,P12236,1
DB01156,P23975,1
DB02731,Q9X180,1
DB00306,P43681,1
DB04624,O52646,1
DB04975,P11388,1
DB07316,P28845,1
DB04310,Q819K2,1
DB08708,P11309,1
DB03766,P10724,1
DB00156,P26639,1
DB01019,P08173,1
DB01593,P06702,1
DB14185,P21917,1
DB00655,P11511,1
DB09288,P21554,1
DB02935,P14625,1
DB03006,P61626,1
DB06274,P41143,1
DB11195,Q54873,1
DB00710,O95749,1
DB07728,Q16644,1
DB00543,P31644,1
DB13345,Q8WXA8,1
DB02574,P01556,1
DB09061,P00390,1
DB09236,Q01668,1
DB03619,Q8TDU6,1
DB08231,O75521,1
DB01927,P15559,1
DB03706,Q03013,1
DB00652,Q99720,1
DB08604,Q6GI75,1
DB01050,P10415,1
DB01009,P23219,1
DB03887,Q05603,1
DB04216,P35869,1
